asset_id,utc_time,asset_name,asset_type,asset_space,stepIndex_delta,cycleIndex_delta,flowQuantity_delta,stream_temperature,flowTimeIndex_delta,msgcount,anomaly_iforest
2101,2025-02-06 19:50:33.610000+00:00,FW46-KT1-FK,Faucet,Kitchen,110299,31.0,73.533,1,586.0,1,1
2103,2025-02-06 08:13:08.809000+00:00,FW46-BA3-T,WC,Bathroom - ground floor,53512,4.0,35.674,0,402.25,1,1
2103,2025-02-06 08:52:08.437000+00:00,FW46-BA3-T,WC,Bathroom - ground floor,12033,0.0,8.022,0,95.5,1,1
2103,2025-02-06 18:31:13.667000+00:00,FW46-BA3-T,WC,Bathroom - ground floor,36159,2.0,24.106,0,364.75,1,1
2103,2025-02-06 20:53:04.651000+00:00,FW46-BA3-T,WC,Bathroom - ground floor,26768,2.0,17.845,0,206.5,1,1
2103,2025-02-06 21:27:04.467000+00:00,FW46-BA3-T,WC,Bathroom - ground floor,21562,1.0,14.375,0,167.0,1,1
2734,2025-02-07 17:21:29.550000+00:00,FW43-KT1-W,Laundry,Kitchen,11443,0.0,7.629,0,60.0,1,1
3020,2025-02-07 09:09:21.316000+00:00,FW69-KT-W,Laundry,Kitchen,12597,0.0,8.398,0,60.0,1,1
2736,2025-02-07 18:15:08.863000+00:00,FW43-KT1-FK,Faucet,Kitchen ,11808,0.0,7.872,1,60.25,1,1
2731,2025-02-07 07:43:25.364000+00:00,FW56-KT-FK,Faucet,Kichen,12444,0.0,8.296,1,60.0,1,1
2731,2025-02-07 17:18:22.250000+00:00,FW56-KT-FK,Faucet,Kichen,12660,0.0,8.44,1,59.75,1,1
2731,2025-02-07 17:19:22.205000+00:00,FW56-KT-FK,Faucet,Kichen,12735,0.0,8.49,1,60.25,1,1
2731,2025-02-07 23:18:20.235000+00:00,FW56-KT-FK,Faucet,Kichen,11526,0.0,7.684,1,53.25,1,1
2251,2025-02-07 20:24:58.527000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,12315,1.0,8.21,0,53.0,1,1
2251,2025-02-07 20:36:58.443000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,13927,0.0,9.284,0,60.0,1,1
2251,2025-02-07 20:49:58.372000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,11605,0.0,7.736,0,50.25,1,1
2829,2025-02-07 09:38:30.400000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,13410,0.0,8.94,0,59.75,1,1
2829,2025-02-07 09:42:30.393000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12897,0.0,8.598,0,59.75,1,1
2829,2025-02-07 09:47:30.349000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,13994,0.0,9.33,0,60.25,1,1
3190,2025-02-07 05:48:18.387000+00:00,FW29-KT-FK,Faucet,Kitchen,12506,1.0,8.337,1,47.75,1,1
3190,2025-02-07 14:33:15.632000+00:00,FW29-KT-FK,Faucet,Kitchen,11316,0.0,7.544,1,52.25,1,1
2246,2025-02-07 09:15:13.112000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,13038,0.0,8.692,0,42.5,1,1
2246,2025-02-07 11:44:12.451000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,14608,0.0,9.739,0,47.5,1,1
2246,2025-02-07 11:57:12.386000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,15711,0.0,10.474,0,50.5,1,1
2246,2025-02-07 12:10:12.359000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,14910,0.0,9.94,0,48.0,1,1
2246,2025-02-07 19:10:10.507000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,15359,0.0,10.239,0,50.75,1,1
2246,2025-02-07 21:30:09.881000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,16573,1.0,11.049,0,53.25,1,1
2246,2025-02-07 21:43:09.841000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,17715,0.0,11.81,0,56.5,1,1
3484,2025-02-07 10:48:15.143000+00:00,FW46-KT-W2,Laundry,Kitchen,11498,0.0,7.666,0,59.75,1,1
3484,2025-02-07 11:07:15.059000+00:00,FW46-KT-W2,Laundry,Kitchen,12905,2.0,8.603,0,77.25,1,1
3484,2025-02-07 16:15:13.528000+00:00,FW46-KT-W2,Laundry,Kitchen,17846,7.0,11.898,0,101.25,1,1
3484,2025-02-07 17:01:13.318000+00:00,FW46-KT-W2,Laundry,Kitchen,11149,0.0,7.433,0,60.25,1,1
2120,2025-02-07 12:21:29.096000+00:00,FW03-KT1-W,Laundry,Kitchen - utility room ,29535,9.0,19.69,0,107.5,2,1
2121,2025-02-07 11:15:41.171000+00:00,FW23-KT1-W,Laundry,Kitchen ,15843,0.0,10.562,0,60.0,1,1
2121,2025-02-07 11:22:41.136000+00:00,FW23-KT1-W,Laundry,Kitchen ,14205,1.0,9.47,0,53.75,1,1
2928,2025-02-07 15:18:31.983000+00:00,FW24-KT1-W,Laundry,Kitchen,13489,0.0,8.993,0,53.5,1,1
2147,2025-02-07 12:28:03.411000+00:00,FW30-KT1-FK,Faucet,Kitchen,12281,1.0,8.188,1,42.25,1,1
2101,2025-02-07 06:14:29.756000+00:00,FW46-KT1-FK,Faucet,Kitchen,35748,3.0,23.832,1,174.75,1,1
2101,2025-02-07 07:38:29.249000+00:00,FW46-KT1-FK,Faucet,Kitchen,20255,9.0,13.503,1,107.75,1,1
2101,2025-02-07 09:06:28.692000+00:00,FW46-KT1-FK,Faucet,Kitchen,26771,5.0,17.847,1,134.5,1,1
2101,2025-02-07 13:00:27.244000+00:00,FW46-KT1-FK,Faucet,Kitchen,19985,7.0,13.324,1,99.75,1,1
2101,2025-02-07 15:42:26.251000+00:00,FW46-KT1-FK,Faucet,Kitchen,15222,2.0,10.148,1,83.5,1,1
2101,2025-02-07 16:34:33.183000+00:00,FW46-KT1-FK,Faucet,Kitchen,53812,39.0,35.875,0,300.0,1,1
2101,2025-02-07 18:22:32.516000+00:00,FW46-KT1-FK,Faucet,Kitchen,36797,8.0,24.532,1,238.25,1,1
2101,2025-02-07 20:18:24.551000+00:00,FW46-KT1-FK,Faucet,Kitchen,22886,3.0,15.258,1,114.0,1,1
2807,2025-02-07 20:21:51.277000+00:00,FW19-KT1-FK,Faucet,Kitchen sink cold,12260,12.0,8.173,0,57.5,1,1
2103,2025-02-07 15:53:14.906000+00:00,FW46-BA3-T,WC,Bathroom - ground floor,105596,8.0,70.397,0,855.5,1,1
2657,2025-02-08 11:50:30.086000+00:00,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,14072,0.0,9.382,1,60.0,1,1
2657,2025-02-08 22:34:26.607000+00:00,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,11541,1.0,7.694,1,47.25,1,1
2816,2025-02-08 11:40:52.493000+00:00,FW35-KT1-FK,Faucet,Kitchen sink,12319,0.0,8.213,1,60.0,1,1
3121,2025-02-08 15:13:21.960000+00:00,FW49-KT-WM,Laundry,Kitchen,11708,1.0,7.805,0,60.25,1,1
2246,2025-02-08 23:56:02.957000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,13859,2.0,9.239,0,43.75,1,1
2246,2025-02-08 23:57:02.957000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,14252,0.0,9.501,0,47.0,1,1
2731,2025-02-08 09:24:16.931000+00:00,FW56-KT-FK,Faucet,Kichen,12348,0.0,8.232,1,60.0,1,1
2731,2025-02-08 12:16:16.004000+00:00,FW56-KT-FK,Faucet,Kichen,11926,0.0,7.95,1,60.0,1,1
2731,2025-02-08 12:18:15.982000+00:00,FW56-KT-FK,Faucet,Kichen,12338,0.0,8.225,1,59.75,1,1
2731,2025-02-08 13:45:15.557000+00:00,FW56-KT-FK,Faucet,Kichen,11810,0.0,7.873,1,60.25,1,1
2731,2025-02-08 13:47:15.488000+00:00,FW56-KT-FK,Faucet,Kichen,11204,1.0,7.47,1,53.5,1,1
2731,2025-02-08 19:48:13.516000+00:00,FW56-KT-FK,Faucet,Kichen,12887,0.0,8.591,1,60.0,1,1
2731,2025-02-08 19:49:13.504000+00:00,FW56-KT-FK,Faucet,Kichen,12920,0.0,8.613,1,60.0,1,1
2731,2025-02-08 21:12:13.061000+00:00,FW56-KT-FK,Faucet,Kichen,11767,1.0,7.844,1,59.0,1,1
2829,2025-02-08 09:07:24.135000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,11823,1.0,7.882,0,52.25,1,1
2829,2025-02-08 09:22:24.072000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12896,0.0,8.597,0,58.5,1,1
2829,2025-02-08 09:25:24.068000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12614,1.0,8.409,0,56.75,1,1
2829,2025-02-08 09:31:24.045000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,14116,0.0,9.411,0,60.25,1,1
2829,2025-02-08 10:26:23.793000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12910,1.0,8.607,0,58.25,1,1
2829,2025-02-08 10:40:23.729000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,11619,1.0,7.746,0,52.25,1,1
2829,2025-02-08 10:41:23.721000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,11578,0.0,7.719,0,52.75,1,1
2829,2025-02-08 10:44:23.717000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,13175,0.0,8.783,0,59.75,1,1
2829,2025-02-08 10:50:23.698000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,14341,0.0,9.56,0,60.0,1,1
2736,2025-02-08 11:15:05.457000+00:00,FW43-KT1-FK,Faucet,Kitchen ,11863,0.0,7.909,1,60.25,1,1
2736,2025-02-08 13:15:05.043000+00:00,FW43-KT1-FK,Faucet,Kitchen ,12104,0.0,8.07,1,60.0,1,1
2097,2025-02-08 03:31:15.938000+00:00,FW46-BA1-F,Faucet,Bathroom 1st floor - main,14987,1.0,9.991,1,104.5,1,1
2928,2025-02-08 08:43:27.169000+00:00,FW24-KT1-W,Laundry,Kitchen,15184,0.0,10.122,0,60.25,1,1
2098,2025-02-08 09:17:53.180000+00:00,FW46-BA1-T,WC,Bathroom 1st floor - main,12508,1.0,8.339,0,57.5,1,1
2109,2025-02-08 10:57:30.400000+00:00,FW63-KT1-W,Laundry,Kitchen - utility room ,14471,1.0,9.647,0,58.75,1,1
2109,2025-02-08 10:58:30.390000+00:00,FW63-KT1-W,Laundry,Kitchen - utility room ,13131,0.0,8.754,0,54.75,1,1
2149,2025-02-08 11:59:19.476000+00:00,FW30-BA1-T,WC,Bathroom - 2nd floor,14274,1.0,9.516,0,49.25,1,1
3154,2025-02-08 10:36:48.334000+00:00,FW10-KT-FK,Faucet,Kitchen,12595,1.0,8.397,1,56.5,1,1
3192,2025-02-08 09:42:31.162000+00:00,FW29-KT-WMb,Laundry,Kitchen,11771,0.0,7.848,0,60.0,1,1
3192,2025-02-08 09:54:31.112000+00:00,FW29-KT-WMb,Laundry,Kitchen,12022,0.0,8.015,0,60.0,1,1
2812,2025-02-08 13:40:51.159000+00:00,FW65-KT1-W,Laundry,Washing machine ,11703,3.0,7.802,0,40.0,1,1
2812,2025-02-08 14:25:50.947000+00:00,FW65-KT1-W,Laundry,Washing machine ,16895,0.0,11.264,0,56.5,1,1
2812,2025-02-08 14:37:50.877000+00:00,FW65-KT1-W,Laundry,Washing machine ,15543,1.0,10.362,0,45.25,1,1
2147,2025-02-08 17:09:52.829000+00:00,FW30-KT1-FK,Faucet,Kitchen,12204,1.0,8.136,1,40.75,1,1
2758,2025-02-08 09:25:30.035000+00:00,FW59-BA1-S,Shower,Shower,13826,0.0,9.217,1,59.75,1,1
2758,2025-02-08 09:26:29.993000+00:00,FW59-BA1-S,Shower,Shower,14189,0.0,9.459,1,60.0,1,1
2758,2025-02-08 09:27:29.993000+00:00,FW59-BA1-S,Shower,Shower,14213,0.0,9.476,1,60.0,1,1
2758,2025-02-08 09:28:29.961000+00:00,FW59-BA1-S,Shower,Shower,14135,0.0,9.423,1,60.25,1,1
2758,2025-02-08 09:29:29.961000+00:00,FW59-BA1-S,Shower,Shower,14181,0.0,9.454,1,59.75,1,1
2120,2025-02-08 12:32:29.815000+00:00,FW03-KT1-W,Laundry,Kitchen - utility room ,11142,7.0,7.428,0,40.75,2,1
2807,2025-02-08 18:43:35.356000+00:00,FW19-KT1-FK,Faucet,Kitchen sink cold,13576,4.0,9.051,0,59.0,1,1
2806,2025-02-08 17:34:21.868000+00:00,FW19-KT1-D,Dishwasher,Dishwasher ,11269,2.0,7.513,0,195.0,1,1
2101,2025-02-08 17:58:16.532000+00:00,FW46-KT1-FK,Faucet,Kitchen,262473,71.0,174.982,1,1369.5,1,1
2101,2025-02-08 17:59:16.532000+00:00,FW46-KT1-FK,Faucet,Kitchen,12312,0.0,8.208,1,60.0,1,1
2101,2025-02-08 20:20:22.907000+00:00,FW46-KT1-FK,Faucet,Kitchen,14359,16.0,9.572,1,107.25,1,1
2736,2025-02-09 13:04:00.227000+00:00,FW43-KT1-FK,Faucet,Kitchen ,11996,0.0,7.997,1,60.0,1,1
3484,2025-02-09 10:31:01.025000+00:00,FW46-KT-W2,Laundry,Kitchen,14518,5.0,9.678,0,85.75,1,1
3484,2025-02-09 19:38:58.278000+00:00,FW46-KT-W2,Laundry,Kitchen,12205,29.0,8.137,0,882.0,1,1
3484,2025-02-09 21:02:57.844000+00:00,FW46-KT-W2,Laundry,Kitchen,16902,0.0,11.268,0,85.25,1,1
3031,2025-02-09 08:39:52.938000+00:00,FW67-KT1-W,Laundry,Kitchen,12704,0.0,8.469,0,60.25,1,1
3031,2025-02-09 08:52:52.878000+00:00,FW67-KT1-W,Laundry,Kitchen,12640,0.0,8.426,0,60.0,1,1
3031,2025-02-09 09:00:52.837000+00:00,FW67-KT1-W,Laundry,Kitchen,13098,0.0,8.732,0,60.0,1,1
2147,2025-02-09 09:54:46.692000+00:00,FW30-KT1-FK,Faucet,Kitchen,16173,0.0,10.782,1,58.75,1,1
2829,2025-02-09 09:29:17.669000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12228,0.0,8.152,0,56.25,1,1
2829,2025-02-09 10:03:17.523000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,11291,1.0,7.527,0,51.25,1,1
2829,2025-02-09 10:04:17.523000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12794,0.0,8.529,0,57.5,1,1
2829,2025-02-09 10:08:17.488000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12404,0.0,8.269,0,57.25,1,1
2829,2025-02-09 10:14:17.476000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,14180,0.0,9.453,0,60.0,1,1
2246,2025-02-09 00:09:02.905000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,12848,1.0,8.565,0,40.75,1,1
2246,2025-02-09 00:10:02.886000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,11490,0.0,7.66,0,36.0,1,1
2246,2025-02-09 15:45:58.785000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,14688,0.0,9.792,0,49.0,1,1
2246,2025-02-09 16:05:58.704000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,16062,1.0,10.708,0,51.75,1,1
2246,2025-02-09 16:06:58.704000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,13696,0.0,9.13,0,44.75,1,1
2246,2025-02-09 19:02:57.914000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,16690,0.0,11.126,0,56.0,1,1
2246,2025-02-09 19:23:57.820000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,15024,0.0,10.016,0,60.0,1,1
2246,2025-02-09 19:30:57.799000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,16712,0.0,11.141,0,59.75,1,1
3020,2025-02-09 08:00:08.101000+00:00,FW69-KT-W,Laundry,Kitchen,11619,1.0,7.746,0,56.25,1,1
3020,2025-02-09 08:27:07.980000+00:00,FW69-KT-W,Laundry,Kitchen,11140,1.0,7.426,0,54.0,1,1
2251,2025-02-09 13:14:44.563000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,13488,1.0,8.992,0,57.0,1,1
2251,2025-02-09 14:23:44.154000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,12531,1.0,8.354,0,53.75,1,1
2251,2025-02-09 14:35:44.092000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,14031,0.0,9.354,0,60.25,1,1
2251,2025-02-09 14:48:44.009000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,13166,0.0,8.778,0,56.5,1,1
2149,2025-02-09 10:49:12.761000+00:00,FW30-BA1-T,WC,Bathroom - 2nd floor,11444,1.0,7.629,0,38.5,1,1
2109,2025-02-09 20:32:18.219000+00:00,FW63-KT1-W,Laundry,Kitchen - utility room ,14526,0.0,9.684,0,60.25,1,1
2731,2025-02-09 10:48:08.632000+00:00,FW56-KT-FK,Faucet,Kichen,11553,2.0,7.702,1,57.0,1,1
2731,2025-02-09 11:27:08.414000+00:00,FW56-KT-FK,Faucet,Kichen,11290,1.0,7.527,1,55.75,1,1
2731,2025-02-09 12:12:08.182000+00:00,FW56-KT-FK,Faucet,Kichen,12363,0.0,8.242,1,60.0,1,1
2731,2025-02-09 15:12:07.179000+00:00,FW56-KT-FK,Faucet,Kichen,11456,1.0,7.637,1,55.75,1,1
2731,2025-02-09 17:40:06.363000+00:00,FW56-KT-FK,Faucet,Kichen,12534,1.0,8.356,1,59.75,1,1
2928,2025-02-09 11:07:19.838000+00:00,FW24-KT1-W,Laundry,Kitchen,14996,0.0,9.998,0,60.0,1,1
2928,2025-02-09 20:00:17.393000+00:00,FW24-KT1-W,Laundry,Kitchen,11387,0.0,7.591,0,45.5,1,1
3188,2025-02-09 14:35:27.879000+00:00,FW70-KT-WM,Laundry,Kitchen,11461,1.0,7.64,0,49.5,1,1
3188,2025-02-09 14:36:27.874000+00:00,FW70-KT-WM,Laundry,Kitchen,13516,0.0,9.011,0,58.75,1,1
3188,2025-02-09 14:47:27.838000+00:00,FW70-KT-WM,Laundry,Kitchen,11493,1.0,7.662,0,46.25,1,1
2726,2025-02-09 07:49:08.069000+00:00,FW53-BA1-T,WC,Bathroom 1st floor,13768,2.0,9.178,0,46.25,1,1
2157,2025-02-09 12:05:38.766000+00:00,FW41-KT1-W,Laundry,Utility room,11451,1.0,7.634,0,43.0,1,1
2157,2025-02-09 12:14:38.718000+00:00,FW41-KT1-W,Laundry,Utility room,11251,1.0,7.501,0,42.0,1,1
2806,2025-02-09 20:03:29.302000+00:00,FW19-KT1-D,Dishwasher,Dishwasher ,32672,6.0,21.782,0,571.0,1,1
2732,2025-02-09 10:42:44.162000+00:00,FW56-KT-W,Laundry,Kitchen,11209,0.0,7.473,0,59.75,1,1
2812,2025-02-09 12:07:44.534000+00:00,FW65-KT1-W,Laundry,Washing machine ,17648,0.0,11.766,0,60.25,1,1
2812,2025-02-09 12:22:44.472000+00:00,FW65-KT1-W,Laundry,Washing machine ,12436,1.0,8.29,0,36.25,1,1
2812,2025-02-09 13:35:44.104000+00:00,FW65-KT1-W,Laundry,Washing machine ,12742,1.0,8.494,0,42.75,1,1
2816,2025-02-09 15:13:44.225000+00:00,FW35-KT1-FK,Faucet,Kitchen sink,12265,0.0,8.177,1,60.0,1,1
2101,2025-02-09 06:49:11.893000+00:00,FW46-KT1-FK,Faucet,Kitchen,79132,54.0,52.755,0,497.5,1,1
2101,2025-02-09 09:08:10.925000+00:00,FW46-KT1-FK,Faucet,Kitchen,29490,14.0,19.66,1,149.0,1,1
2101,2025-02-09 13:54:16.417000+00:00,FW46-KT1-FK,Faucet,Kitchen,16853,16.0,11.235,0,91.25,1,1
2101,2025-02-09 17:56:07.682000+00:00,FW46-KT1-FK,Faucet,Kitchen,132788,36.0,88.525,1,779.0,1,1
2101,2025-02-09 18:02:14.878000+00:00,FW46-KT1-FK,Faucet,Kitchen,19357,9.0,12.905,0,138.5,1,1
2101,2025-02-09 19:08:07.241000+00:00,FW46-KT1-FK,Faucet,Kitchen,12741,3.0,8.494,1,98.0,1,1
2101,2025-02-09 19:44:07.021000+00:00,FW46-KT1-FK,Faucet,Kitchen,24947,1.0,16.631,0,121.25,1,1
2101,2025-02-09 20:10:06.848000+00:00,FW46-KT1-FK,Faucet,Kitchen,18300,5.0,12.2,0,84.75,1,1
2103,2025-02-09 10:00:52.768000+00:00,FW46-BA3-T,WC,Bathroom - ground floor,199266,15.0,132.844,0,1551.75,1,1
2103,2025-02-09 12:40:43.655000+00:00,FW46-BA3-T,WC,Bathroom - ground floor,11790,0.0,7.86,0,92.75,1,1
2103,2025-02-09 12:48:51.848000+00:00,FW46-BA3-T,WC,Bathroom - ground floor,23750,1.0,15.833,0,199.5,1,1
2807,2025-02-09 19:25:34.394000+00:00,FW19-KT1-FK,Faucet,Kitchen sink cold,23938,14.0,15.959,0,87.25,1,1
2807,2025-02-10 19:18:10.352000+00:00,FW19-KT1-FK,Faucet,Kitchen sink cold,12162,7.0,8.108,0,34.25,1,1
3190,2025-02-10 18:58:51.461000+00:00,FW29-KT-FK,Faucet,Kitchen,11220,0.0,7.48,1,59.75,1,1
2816,2025-02-10 08:24:39.095000+00:00,FW35-KT1-FK,Faucet,Kitchen sink,13053,0.0,8.702,1,60.0,1,1
2731,2025-02-10 08:42:01.462000+00:00,FW56-KT-FK,Faucet,Kichen,12784,0.0,8.523,1,60.0,1,1
2731,2025-02-10 13:13:59.978000+00:00,FW56-KT-FK,Faucet,Kichen,12301,1.0,8.2,1,57.0,1,1
2731,2025-02-10 13:14:59.968000+00:00,FW56-KT-FK,Faucet,Kichen,12963,0.0,8.642,1,60.0,1,1
2731,2025-02-10 17:37:58.534000+00:00,FW56-KT-FK,Faucet,Kichen,12698,0.0,8.465,1,59.75,1,1
2764,2025-02-10 07:18:38.024000+00:00,FW45-BA1-T,WC,Toilet,16684,0.0,11.123,0,44.5,1,1
2185,2025-02-10 18:13:07.630000+00:00,FW26-KT1-FKb,Faucet,Kitchen,11754,2.0,7.836,1,107.75,1,1
2829,2025-02-10 07:42:11.747000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,11725,1.0,7.817,0,56.0,1,1
2829,2025-02-10 07:43:11.744000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,13448,0.0,8.965,0,59.75,1,1
2829,2025-02-10 07:47:11.731000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12739,0.0,8.493,0,60.25,1,1
2829,2025-02-10 07:53:11.708000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,14178,0.0,9.452,0,60.25,1,1
2829,2025-02-10 08:06:11.656000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,11637,0.0,7.758,0,53.25,1,1
2829,2025-02-10 08:40:11.507000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,13443,0.0,8.962,0,59.75,1,1
2829,2025-02-10 08:44:11.475000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,13154,0.0,8.769,0,59.75,1,1
2829,2025-02-10 08:50:11.463000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,14295,0.0,9.53,0,60.0,1,1
2829,2025-02-10 09:22:11.317000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,13205,0.0,8.803,0,60.0,1,1
2829,2025-02-10 09:26:11.301000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,11514,0.0,7.676,0,52.75,1,1
2829,2025-02-10 09:32:11.267000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,14131,0.0,9.421,0,60.0,1,1
2829,2025-02-10 10:07:11.116000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,14073,0.0,9.382,0,60.0,1,1
3192,2025-02-10 11:53:17.239000+00:00,FW29-KT-WMb,Laundry,Kitchen,11817,0.0,7.878,0,60.0,1,1
3192,2025-02-10 11:54:17.239000+00:00,FW29-KT-WMb,Laundry,Kitchen,11740,0.0,7.826,0,60.0,1,1
3192,2025-02-10 12:03:17.205000+00:00,FW29-KT-WMb,Laundry,Kitchen,11870,0.0,7.913,0,60.25,1,1
2736,2025-02-10 18:22:54.252000+00:00,FW43-KT1-FK,Faucet,Kitchen ,11854,0.0,7.903,1,60.0,1,1
2736,2025-02-10 18:23:54.252000+00:00,FW43-KT1-FK,Faucet,Kitchen ,11796,0.0,7.864,1,60.0,1,1
2130,2025-02-10 12:40:57.199000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,14652,1.0,9.768,0,51.5,1,1
2130,2025-02-10 12:41:57.199000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,12003,0.0,8.002,0,46.0,1,1
2130,2025-02-10 13:17:56.973000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,15818,1.0,10.545,0,54.5,1,1
2130,2025-02-10 13:23:56.940000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,17515,0.0,11.677,0,60.0,1,1
2130,2025-02-10 13:28:56.905000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,12044,1.0,8.03,0,40.25,1,1
2130,2025-02-10 13:29:56.905000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,11730,1.0,7.82,0,40.5,1,1
2130,2025-02-10 15:49:56.090000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,17045,0.0,11.363,0,59.75,1,1
2130,2025-02-10 16:16:55.898000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,17204,0.0,11.47,0,60.25,1,1
2130,2025-02-10 16:21:55.879000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,12476,2.0,8.318,0,42.0,1,1
2130,2025-02-10 16:22:55.868000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,13489,0.0,8.992,0,46.75,1,1
2130,2025-02-10 17:15:55.540000+00:00,FW42-KT1-W,Laundry,Kitchen - utility room ,15050,0.0,10.033,0,53.25,1,1
3041,2025-02-10 07:19:04.199000+00:00,FW16-KT-WM,Laundry,Kichen,14687,0.0,9.791,0,60.0,1,1
3041,2025-02-10 07:29:04.134000+00:00,FW16-KT-WM,Laundry,Kichen,12363,2.0,8.242,0,50.0,1,1
3484,2025-02-10 10:56:53.686000+00:00,FW46-KT-W2,Laundry,Kitchen,11934,0.0,7.956,0,60.0,1,1
3484,2025-02-10 12:16:53.304000+00:00,FW46-KT-W2,Laundry,Kitchen,16977,5.0,11.318,0,110.25,1,1
3484,2025-02-10 14:57:52.496000+00:00,FW46-KT-W2,Laundry,Kitchen,12049,0.0,8.033,0,60.0,1,1
2135,2025-02-10 08:34:04.089000+00:00,FW26-BA1-T,WC,Bathroom 1st floor ,12750,1.0,8.5,0,39.75,1,1
2135,2025-02-10 10:49:03.354000+00:00,FW26-BA1-T,WC,Bathroom 1st floor ,15191,1.0,10.127,0,47.0,1,1
2147,2025-02-10 12:15:37.030000+00:00,FW30-KT1-FK,Faucet,Kitchen,14058,1.0,9.372,1,57.25,1,1
2928,2025-02-10 08:35:13.901000+00:00,FW24-KT1-W,Laundry,Kitchen,14111,1.0,9.408,0,55.75,1,1
2246,2025-02-10 14:35:52.779000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,18356,1.0,12.237,0,58.75,1,1
2246,2025-02-10 16:50:52.186000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,18074,0.0,12.05,0,59.75,1,1
2246,2025-02-10 17:03:52.132000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,12545,1.0,8.363,0,40.75,1,1
2246,2025-02-10 17:04:52.132000+00:00,FW12-KT1-W,Laundry,Kitchen - utility room ,15507,0.0,10.338,0,50.75,1,1
