utc_time,asset_id,asset_name,asset_type,asset_space,stepIndex_delta,cycleIndex_delta,flowQuantity_delta,stream_temperature,flowTimeIndex_delta,msgcount,z_score,z_anomaly,rolling_mean,rolling_std,rolling_anomaly,anomaly
2025-02-01 08:01:16.526000+00:00,2907,FW02-KT1-FK,Faucet,Kichen,8365,1.0,5.576,1,41.25,1,1.4177912334632718,False,1.0005,1.866308809235109,True,True
2025-02-01 04:47:27.219000+00:00,2657,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,119,1.0,0.079,1,1.5,1,-0.17051156655708694,False,0.008799999999999999,0.02466576574934597,True,True
2025-02-01 09:10:25.776000+00:00,2657,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,193,1.0,0.129,1,1.0,1,-0.15606457001333252,False,0.013800000000000002,0.040477154050175074,True,True
2025-02-01 10:11:25.457000+00:00,2657,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,2347,1.0,1.564,1,10.5,1,0.25856423079241886,False,0.1573,0.49426399828431916,True,True
2025-02-01 10:12:25.457000+00:00,2657,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,13621,0.0,9.081,1,59.75,1,2.4305256911804554,False,1.0669,2.8582855564520178,True,True
2025-02-01 14:27:24.019000+00:00,2657,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,3,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776535605905,True,True
2025-02-01 17:52:22.940000+00:00,2657,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,2055,1.0,1.37,1,9.25,1,0.20250988420265176,False,0.1379000000000002,0.4329158116770506,True,True
2025-02-01 20:27:22.084000+00:00,2657,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,117,0.0,0.078,1,1.0,1,-0.17080050648796202,False,0.008700000000000176,0.024349537983287844,True,True
2025-02-01 20:28:22.084000+00:00,2657,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,759,1.0,0.506,1,3.75,1,-0.04713421607342433,False,0.059200000000000176,0.15884359882881163,True,True
2025-02-01 22:19:21.462000+00:00,2657,FW04-BA1-Fb,Faucet,Bathroom 1st floor - main,202,1.0,0.135,1,1.25,1,-0.154330930428082,False,0.01440000000000018,0.04237452064625124,True,True
2025-02-01 07:53:43.155000+00:00,2738,FW09-KT1-W,Laundry,Kitchen - utility room ,2,0.0,0.002,0,0.25,1,-0.1927599412344687,False,0.0011000000000001777,0.0003162277653481386,True,True
2025-02-01 07:56:43.152000+00:00,2738,FW09-KT1-W,Laundry,Kitchen - utility room ,7,0.0,0.004,0,0.5,1,-0.19218206137271854,False,0.0014000000000001776,0.0009660917828603575,True,True
2025-02-01 07:57:43.143000+00:00,2738,FW09-KT1-W,Laundry,Kitchen - utility room ,7,0.0,0.005,0,0.75,1,-0.19189312144184342,False,0.0018000000000001778,0.0014757295746018666,True,True
2025-02-01 08:47:42.838000+00:00,2738,FW09-KT1-W,Laundry,Kitchen - utility room ,7,0.0,0.005,0,0.75,1,-0.19189312144184342,False,0.002200000000000178,0.001751190071420962,True,True
2025-02-01 20:04:38.953000+00:00,2738,FW09-KT1-W,Laundry,Kitchen - utility room ,4,0.0,0.003,0,0.25,1,-0.19247100130359363,False,0.0018000000000001775,0.0007888106374783817,True,True
2025-02-01 21:49:38.331000+00:00,2738,FW09-KT1-W,Laundry,Kitchen - utility room ,8,0.0,0.006,0,0.75,1,-0.19160418151096834,False,0.0024000000000001776,0.0014298407058204283,True,True
2025-02-01 00:56:50.663000+00:00,2759,FW59-KT1-W,Laundry,Washing machine ,3,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 11:12:47.919000+00:00,2759,FW59-KT1-W,Laundry,Washing machine ,2,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 11:18:47.899000+00:00,2759,FW59-KT1-W,Laundry,Washing machine ,2,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0012000000000001777,0.0004216370208542164,True,True
2025-02-01 12:58:47.440000+00:00,2759,FW59-KT1-W,Laundry,Washing machine ,3,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 13:50:47.217000+00:00,2759,FW59-KT1-W,Laundry,Washing machine ,2,0.0,0.002,0,0.25,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 07:19:53.645000+00:00,2741,FW14-KT1-Right,Dishwasher,Kitchen,3,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 09:23:53.174000+00:00,2741,FW14-KT1-Right,Dishwasher,Kitchen,3,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 10:13:52.978000+00:00,2741,FW14-KT1-Right,Dishwasher,Kitchen,3,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 13:09:52.295000+00:00,2741,FW14-KT1-Right,Dishwasher,Kitchen,5,0.0,0.004,0,0.0,1,-0.19218206137271854,False,0.0013000000000001777,0.0009486832978275763,True,True
2025-02-01 14:13:52.062000+00:00,2741,FW14-KT1-Right,Dishwasher,Kitchen,3,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 20:19:50.620000+00:00,2741,FW14-KT1-Right,Dishwasher,Kitchen,3,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 21:47:50.297000+00:00,2741,FW14-KT1-Right,Dishwasher,Kitchen,3,0.0,0.002,0,0.0,1,-0.1927599412344687,False,0.0011000000000001777,0.00031622776534813733,True,True
2025-02-01 00:02:03.114000+00:00,3033,FW67-KT1-D,Dishwasher,Kitchen,1916,1.0,1.278,0,30.75,1,0.17592741056214364,False,0.12870000000000018,0.4038228572035015,True,True
2025-02-01 00:03:03.102000+00:00,3033,FW67-KT1-D,Dishwasher,Kitchen,1901,1.0,1.267,0,31.0,1,0.17274907132251766,False,0.2553000000000002,0.5361177420430449,True,True
2025-02-01 12:53:00.082000+00:00,3033,FW67-KT1-D,Dishwasher,Kitchen,3182,1.0,2.121,0,50.75,1,0.41950377228984287,False,0.5886000000000001,0.7824344061964552,True,True
2025-02-01 14:35:59.672000+00:00,3033,FW67-KT1-D,Dishwasher,Kitchen,2877,1.0,1.918,0,50.75,1,0.3608489663222,False,0.6179000000000002,0.7690072171312825,True,True
2025-02-01 14:45:59.636000+00:00,3033,FW67-KT1-D,Dishwasher,Kitchen,2534,1.0,1.689,0,42.25,1,0.2946817221518048,False,0.5642000000000001,0.6725120073277499,True,True
2025-02-01 00:10:09.904000+00:00,3124,FW60-BA-T,WC,Bathroom,7791,1.0,5.194,0,18.5,1,1.3074161798689885,False,1.0683000000000002,1.5914568482996954,True,True
2025-02-01 17:40:26.679000+00:00,3035,FW76-KT-F,Faucet,Kitchen,4066,1.0,2.711,0,17.5,1,0.5899783315061448,False,0.5770000000000002,0.8613428792040685,True,True
2025-02-01 08:40:41.746000+00:00,2732,FW56-KT-W,Laundry,Kitchen,2756,2.0,1.838,0,14.25,1,0.33773377185219294,False,0.6902000000000001,0.7113768808913217,True,True
2025-02-01 08:41:41.746000+00:00,2732,FW56-KT-W,Laundry,Kitchen,3662,0.0,2.441,0,19.25,1,0.511964550169871,False,0.9325000000000003,0.8551067834552069,True,True
2025-02-01 08:43:41.742000+00:00,2732,FW56-KT-W,Laundry,Kitchen,5391,1.0,3.594,0,27.75,1,0.8451122904688475,False,1.2731000000000001,1.152296590871175,True,True
2025-02-01 09:30:41.517000+00:00,2732,FW56-KT-W,Laundry,Kitchen,5571,1.0,3.714,0,28.25,1,0.8797850821738581,False,2.2288,0.9626759925679388,True,True
2025-02-01 14:21:40.056000+00:00,2732,FW56-KT-W,Laundry,Kitchen,7609,0.0,5.072,0,40.5,1,1.2721655083022276,False,2.537,1.4639778383264932,True,True
2025-02-01 15:38:39.673000+00:00,2732,FW56-KT-W,Laundry,Kitchen,11046,0.0,7.364,0,59.25,1,1.9344158298679295,False,1.6322000000000003,2.0392236431217317,True,True
2025-02-01 22:35:26.589000+00:00,3037,FW11-BA-F-hot,Faucet,Bathroom,3902,1.0,2.601,1,35.25,1,0.5581949391098852,False,0.9783000000000002,0.9108988296061106,True,True
2025-02-01 09:40:31.361000+00:00,3027,FW13-KT-WM,Laundry,Kitchen,4989,2.0,3.326,0,30.0,1,0.767676388994324,False,1.0078,1.0641342647116188,True,True
2025-02-01 09:41:31.357000+00:00,3027,FW13-KT-WM,Laundry,Kitchen,9509,0.0,6.34,0,58.25,1,1.6385413406518392,False,1.5990000000000002,1.9661708414524361,True,True
2025-02-01 15:36:29.702000+00:00,3027,FW13-KT-WM,Laundry,Kitchen,9975,0.0,6.65,0,59.75,1,1.7281127192231167,False,2.6719000000000004,1.716034605323176,True,True
2025-02-01 15:37:29.692000+00:00,3027,FW13-KT-WM,Laundry,Kitchen,9908,0.0,6.605,0,60.0,1,1.7151104223337377,False,3.2252,2.0097307614039583,True,True
2025-02-01 13:00:33.033000+00:00,2929,FW24-KT1-DW,Dishwasher,Kitchen,5,0.0,0.004,0,0.0,1,-0.19218206137271854,False,0.0021000000000001777,0.0011005049394628757,True,True
2025-02-01 13:11:32.977000+00:00,2929,FW24-KT1-DW,Dishwasher,Kitchen,1818,1.0,1.212,0,26.75,1,0.15685737512438783,False,0.12280000000000017,0.38270696651907515,True,True
2025-02-01 13:12:32.977000+00:00,2929,FW24-KT1-DW,Dishwasher,Kitchen,2983,1.0,1.989,0,44.75,1,0.3813637014143313,False,0.3216000000000002,0.698477264403716,True,True
2025-02-01 14:58:32.456000+00:00,2929,FW24-KT1-DW,Dishwasher,Kitchen,3466,1.0,2.31,0,52.25,1,0.47411341922523453,False,0.6844000000000001,0.8605095647993228,True,True
2025-02-01 19:58:30.984000+00:00,2929,FW24-KT1-DW,Dishwasher,Kitchen,3431,1.0,2.288,0,51.25,1,0.4677567407459825,False,0.8465000000000001,0.8942127822839531,True,True
2025-02-01 07:15:53.986000+00:00,3125,FW60-BA-F,Faucet,Bathroom,4112,1.0,2.741,1,20.5,1,0.5986465294323975,False,1.0174,0.8618791098524246,True,True
2025-02-01 10:30:53.032000+00:00,3125,FW60-BA-F,Faucet,Bathroom,1832,1.0,1.221,1,17.0,1,0.15945783450226364,False,0.3450000000000002,0.4452095636389293,True,True
2025-02-01 10:34:52.966000+00:00,3125,FW60-BA-F,Faucet,Bathroom,2444,2.0,1.63,0,16.0,1,0.2776342662301746,False,0.5069000000000001,0.5832339820156122,True,True
2025-02-01 07:50:59.323000+00:00,2815,FW35-BA1-S,Shower,Shower / bath tub,2963,0.0,1.975,0,60.0,1,0.37731854238208,False,0.6890000000000002,0.6984859817252425,True,True
2025-02-01 07:51:59.311000+00:00,2815,FW35-BA1-S,Shower,Shower / bath tub,4530,0.0,3.02,0,60.0,1,0.6792607701465471,False,0.8234000000000001,0.9814786124346649,True,True
2025-02-01 07:52:59.311000+00:00,2815,FW35-BA1-S,Shower,Shower / bath tub,4587,0.0,3.058,0,60.0,1,0.6902404875198003,False,1.0403000000000002,1.2105269789090511,True,True
2025-02-01 09:56:58.776000+00:00,2815,FW35-BA1-S,Shower,Shower / bath tub,3936,0.0,2.624,0,59.75,1,0.5648405575200122,False,2.5964,0.016701297354821613,True,True
2025-02-01 11:41:06.717000+00:00,2828,FW81-KT1-FK,Faucet,Kitchen,4696,1.0,3.131,1,43.25,1,0.7113331024736818,False,0.5975000000000001,0.9469215912629754,True,True
2025-02-01 14:24:05.730000+00:00,2828,FW81-KT1-FK,Faucet,Kitchen,3661,1.0,2.441,0,50.5,1,0.511964550169871,False,0.7573000000000002,0.7875108535407304,True,True
2025-02-01 16:40:04.923000+00:00,2828,FW81-KT1-FK,Faucet,Kitchen,3651,4.0,2.434,1,32.25,1,0.5099419706537455,False,0.8806,0.8757888126965596,True,True
2025-02-01 18:16:04.403000+00:00,2828,FW81-KT1-FK,Faucet,Kitchen,2512,1.0,1.675,1,26.75,1,0.2906365631195536,False,0.3562000000000002,0.48240020269021555,True,True
2025-02-01 22:21:02.932000+00:00,2828,FW81-KT1-FK,Faucet,Kitchen,2711,1.0,1.807,1,31.5,1,0.3287766339950652,False,0.6384000000000002,0.644254815012408,True,True
2025-02-01 22:22:02.869000+00:00,2828,FW81-KT1-FK,Faucet,Kitchen,2526,1.0,1.684,0,40.0,1,0.2932370224974294,False,0.6393000000000002,0.6458680721839963,True,True
2025-02-01 17:59:17.132000+00:00,2113,FW41-KT1-FK,Faucet,Kitchen ,5002,1.0,3.334,1,54.5,1,0.7699879084413247,False,0.9693000000000002,0.8937252933648042,True,True
2025-02-01 18:17:17.028000+00:00,2113,FW41-KT1-FK,Faucet,Kitchen ,5118,1.0,3.412,1,46.0,1,0.7925252230495815,False,1.5335000000000003,1.1364683355807952,True,True
2025-02-01 13:28:21.904000+00:00,2301,FW04-KT-1c-D,Dishwasher,Kitchen,6,0.0,0.004,0,0.0,1,-0.19218206137271854,False,0.0028000000000001773,0.0006324555367382406,True,True
2025-02-01 00:04:39.874000+00:00,2814,FW35-BA1-FK,Faucet,Bathroom sink,522,1.0,0.348,1,7.0,1,-0.09278672515168825,False,0.03700000000000018,0.10927640794489571,True,True
2025-02-01 00:05:39.874000+00:00,2814,FW35-BA1-FK,Faucet,Bathroom sink,3400,0.0,2.267,1,47.25,1,0.46168900219760567,False,0.2635000000000002,0.7122830663905133,True,True
2025-02-01 09:12:37.182000+00:00,2814,FW35-BA1-FK,Faucet,Bathroom sink,6424,0.0,4.282,1,60.0,1,1.0439029629109082,False,1.0069000000000004,1.2252356190636264,True,True
2025-02-01 15:36:35.360000+00:00,2814,FW35-BA1-FK,Faucet,Bathroom sink,2903,2.0,1.935,1,26.75,1,0.3657609451470765,False,0.7082000000000002,0.5290559306706449,True,True
2025-02-01 15:59:35.202000+00:00,2814,FW35-BA1-FK,Faucet,Bathroom sink,3820,0.0,2.546,0,39.75,1,0.5423032429117552,False,1.0416,0.7010229351137951,True,True
2025-02-01 09:42:13.410000+00:00,2928,FW24-KT1-W,Laundry,Kitchen,8866,3.0,5.911,0,35.25,1,1.5145861103064264,False,0.7437000000000001,1.8265159943941858,True,True
2025-02-01 09:43:13.410000+00:00,2928,FW24-KT1-W,Laundry,Kitchen,9584,3.0,6.389,0,38.25,1,1.6526993972647186,False,1.3334000000000001,2.5463272985048713,True,True
2025-02-01 10:13:13.270000+00:00,2928,FW24-KT1-W,Laundry,Kitchen,15176,0.0,10.118,0,60.0,1,2.730156399497922,False,2.93,3.5487297570946277,True,True
2025-02-01 12:51:12.551000+00:00,2928,FW24-KT1-W,Laundry,Kitchen,15172,0.0,10.115,0,59.75,1,2.7292895797052967,False,4.5347,2.3232606420957422,True,True
2025-02-01 13:57:38.570000+00:00,2764,FW45-BA1-T,WC,Toilet,10272,1.0,6.848,0,27.0,1,1.785322825536384,False,1.9840000000000004,2.7228731965415567,True,True
2025-02-01 15:57:37.992000+00:00,2764,FW45-BA1-T,WC,Toilet,9951,1.0,6.634,0,26.25,1,1.7234896803291153,False,2.0802000000000005,2.8801033469111625,True,True
2025-02-01 09:20:51.485000+00:00,3092,FW62-BA-F,Faucet,Bathroom,12435,1.0,8.29,1,46.75,1,2.2019742058582605,False,2.9528000000000003,3.3275439992082245,True,True
2025-02-01 22:58:18.038000+00:00,3086,FW20-BA-F,Faucet,Bathroom,5587,0.0,3.724,1,38.75,1,0.8826744814826091,False,0.7828000000000002,1.1749716592326664,True,True
2025-02-01 09:50:16.276000+00:00,2130,FW42-KT1-W,Laundry,Kitchen - utility room ,3830,2.0,2.553,0,13.25,1,0.5443258224278809,False,0.29810000000000014,0.8028145558664664,True,True
2025-02-01 09:51:16.276000+00:00,2130,FW42-KT1-W,Laundry,Kitchen - utility room ,8331,0.0,5.554,0,28.25,1,1.4114345549840202,False,0.8121000000000003,1.8490145393334882,True,True
2025-02-01 10:47:15.945000+00:00,2130,FW42-KT1-W,Laundry,Kitchen - utility room ,9379,1.0,6.253,0,31.5,1,1.6134035666657067,False,1.8289000000000002,2.377374062560057,True,True
2025-02-01 10:48:15.917000+00:00,2130,FW42-KT1-W,Laundry,Kitchen - utility room ,15340,0.0,10.227,0,53.5,1,2.7616508519633065,False,2.8512,3.4579058788039116,True,True
2025-02-01 15:27:14.250000+00:00,2130,FW42-KT1-W,Laundry,Kitchen - utility room ,13,0.0,0.009,0,1.0,1,-0.19073736171834307,False,0.003600000000000178,0.002503331106383395,True,True
2025-02-01 17:18:13.562000+00:00,2130,FW42-KT1-W,Laundry,Kitchen - utility room ,16,0.0,0.011,0,1.0,1,-0.1901594818565929,False,0.004800000000000177,0.00311982904898095,True,True
2025-02-01 09:54:40.342000+00:00,2729,FW34-KT1-W,Laundry,Kitchen - utility room ,4,0.0,0.003,0,0.0,1,-0.19247100130359363,False,0.0014000000000001776,0.0006992058712474709,True,True
2025-02-01 13:15:39.292000+00:00,2729,FW34-KT1-W,Laundry,Kitchen - utility room ,6776,2.0,4.518,0,35.5,1,1.1120927865974288,False,0.45320000000000016,1.4282253012431465,True,True
2025-02-01 13:16:39.284000+00:00,2729,FW34-KT1-W,Laundry,Kitchen - utility room ,7138,3.0,4.758,0,37.25,1,1.18143837000745,False,0.9289000000000002,1.9556857535572112,True,True
2025-02-01 13:49:39.132000+00:00,2729,FW34-KT1-W,Laundry,Kitchen - utility room ,11819,0.0,7.88,0,59.75,1,2.083508834199475,False,2.6394,2.5739243362789193,True,True
2025-02-01 20:46:37.036000+00:00,2729,FW34-KT1-W,Laundry,Kitchen - utility room ,4,0.0,0.003,0,0.0,1,-0.19247100130359363,False,0.0015000000000001776,0.0007071067537155557,True,True
2025-02-01 08:42:55.333000+00:00,2133,FW42-BA1-F,Faucet,Bathroom 1st floor - ensuite ,2111,1.0,1.408,0,18.75,2,0.21348960157590505,False,0.14210000000000017,0.4447924484770225,True,True
2025-02-01 08:43:55.333000+00:00,2133,FW42-BA1-F,Faucet,Bathroom 1st floor - ensuite ,3459,0.0,2.306,0,30.75,2,0.4729576595017342,False,0.37260000000000015,0.8104740999357298,True,True
2025-02-01 10:24:54.807000+00:00,2133,FW42-BA1-F,Faucet,Bathroom 1st floor - ensuite ,4565,1.0,3.043,1,29.0,2,0.6859063885566741,False,0.6768000000000003,1.1537083975886775,True,True
2025-02-01 10:25:54.807000+00:00,2133,FW42-BA1-F,Faucet,Bathroom 1st floor - ensuite ,4553,1.0,3.036,1,30.0,2,0.6838838090405485,False,0.9803000000000001,1.340289525106826,True,True
2025-02-01 11:25:54.479000+00:00,2133,FW42-BA1-F,Faucet,Bathroom 1st floor - ensuite ,8480,0.0,5.653,1,60.0,2,1.4400396081406537,False,1.6385,1.8784547579800142,True,True
2025-02-01 18:14:52.325000+00:00,2133,FW42-BA1-F,Faucet,Bathroom 1st floor - ensuite ,10706,0.0,7.137,0,49.0,2,1.8688264655592843,False,3.0582000000000003,2.2263447771328355,True,True
2025-02-01 16:53:25.308000+00:00,3044,FW58-KT-DW,Dishwasher,Kitchen,4,0.0,0.003,0,0.25,1,-0.19247100130359363,False,0.0013000000000001775,0.0006749485299170601,True,True
2025-02-01 18:45:24.749000+00:00,3044,FW58-KT-DW,Dishwasher,Kitchen,6,0.0,0.004,0,0.25,1,-0.19218206137271854,False,0.0016000000000001777,0.0010749676823234011,True,True
2025-02-01 00:10:01.136000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,68,1.0,0.046,1,1.5,1,-0.18004658427596482,False,0.005900000000000178,0.014122086718890165,True,True
2025-02-01 09:18:57.766000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,111,1.0,0.074,1,2.25,1,-0.17195626621146237,False,0.013100000000000177,0.025601432250870554,True,True
2025-02-01 09:34:57.669000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,924,1.0,0.616,1,5.5,1,-0.015350823677164647,False,0.07460000000000018,0.19189649988113325,True,True
2025-02-01 09:35:57.669000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,846,1.0,0.564,0,3.75,1,-0.030375700082669238,False,0.1306000000000002,0.2437180520372926,True,True
2025-02-01 09:54:57.558000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,4829,1.0,3.219,1,23.5,1,0.7367598163906894,False,0.4524000000000002,1.0011355996511437,True,True
2025-02-01 11:19:57.042000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,8581,1.0,5.721,1,45.25,1,1.4596875234401598,False,0.8093000000000001,1.755627526302513,True,True
2025-02-01 11:20:56.976000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,6771,0.0,4.514,1,35.25,1,1.1109370268739287,False,1.2186000000000001,2.0986453937930682,True,True
2025-02-01 13:49:56.106000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,3757,1.0,2.505,1,15.5,1,0.5304567057458767,False,0.5966000000000001,0.9169004792717993,True,True
2025-02-01 17:38:54.694000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,1407,3.0,0.938,1,7.75,1,0.07768783406461369,False,0.3415000000000002,0.3677191712283345,True,True
2025-02-01 17:57:54.589000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,7715,0.0,5.143,1,60.0,1,1.292680243394359,False,0.7793000000000001,1.5640969741177855,True,True
2025-02-01 18:38:54.317000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,6694,3.0,4.463,1,39.25,1,1.0962010903992991,False,1.3372000000000002,1.8861074436226746,True,True
2025-02-01 20:22:53.677000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,1530,1.0,1.02,0,7.25,1,0.10138090839637093,False,0.30200000000000016,0.3733797590180894,True,True
2025-02-01 21:13:53.321000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,938,1.0,0.625,1,4.0,1,-0.012750364299288853,False,0.19540000000000018,0.19580046532677933,True,True
2025-02-01 21:14:53.359000+00:00,2147,FW30-KT1-FK,Faucet,Kitchen,3599,0.0,2.4,1,15.25,1,0.5001180130039924,False,0.39220000000000016,0.7274017383048048,True,True
2025-02-01 07:24:07.473000+00:00,3022,FW69-BA1-T,WC,Bathroom,7268,1.0,4.846,0,39.25,1,1.206865083924458,False,0.6185000000000003,1.497422990043587,True,True
2025-02-01 08:33:07.099000+00:00,3022,FW69-BA1-T,WC,Bathroom,6317,1.0,4.211,0,34.75,1,1.023388227818777,False,1.3076000000000003,1.912274108663985,True,True
2025-02-01 08:06:18.989000+00:00,2185,FW26-KT1-FKb,Faucet,Kitchen,10655,0.0,7.103,1,60.0,1,1.8590025079095314,False,3.1134,2.381456286486156,True,True
2025-02-01 14:40:16.929000+00:00,2185,FW26-KT1-FKb,Faucet,Kitchen,3317,1.0,2.211,1,23.0,1,0.4455083660686007,False,0.4291000000000002,0.667660001630879,True,True
2025-02-01 18:21:23.607000+00:00,2906,FW02-KT1-DW,Dishwasher,Kitchen,3489,0.0,2.326,0,60.0,1,0.47873645811923593,False,0.8105,0.8244461103606829,True,True
2025-02-01 11:38:03.823000+00:00,3153,FW80-KT-WM,Laundry,Kitchen,4583,3.0,3.056,0,28.0,1,0.6896626076580502,False,1.7619,0.8352916257212079,True,True
2025-02-01 11:39:03.814000+00:00,3153,FW80-KT-WM,Laundry,Kitchen,9797,0.0,6.531,0,60.0,1,1.693728867448981,False,2.2463,1.72148773190839,True,True
2025-02-01 12:15:03.628000+00:00,3153,FW80-KT-WM,Laundry,Kitchen,9775,0.0,6.517,0,60.25,1,1.68968370841673,False,3.0316,2.188915571185368,True,True
2025-02-01 21:34:00.179000+00:00,2813,FW65-BA1-FK,Faucet,Bathroom sink ,1123,1.0,0.749,0,24.5,1,0.023078187129222064,False,0.2228000000000002,0.23486156679098485,True,True
2025-02-01 15:55:40.382000+00:00,2812,FW65-KT1-W,Laundry,Washing machine ,3418,2.0,2.279,0,15.25,1,0.4651562813681067,False,0.22880000000000017,0.7203668509863296,True,True
2025-02-01 15:56:40.379000+00:00,2812,FW65-KT1-W,Laundry,Washing machine ,7938,2.0,5.292,0,27.75,1,1.335732293094747,False,0.7579000000000001,1.7465836144376794,True,True
2025-02-01 16:27:40.220000+00:00,2812,FW65-KT1-W,Laundry,Washing machine ,6419,1.0,4.279,0,21.5,1,1.0430361431182829,False,1.2068,2.0267750409620295,True,True
2025-02-01 16:28:40.217000+00:00,2812,FW65-KT1-W,Laundry,Washing machine ,15206,0.0,10.137,0,51.0,1,2.735646258184549,False,2.2204,3.415504231523588,True,True
2025-02-01 09:33:05.116000+00:00,2762,FW45-KT1-FK,Faucet,Kitchen sink 1,927,1.0,0.618,0,12.0,1,-0.01477294381541447,False,0.06270000000000017,0.19511253163229558,True,True
2025-02-01 09:36:05.084000+00:00,2762,FW45-KT1-FK,Faucet,Kitchen sink 1,1139,1.0,0.76,0,5.0,1,0.026256526368848034,False,0.14880000000000018,0.28842977192602304,True,True
2025-02-01 09:43:05.066000+00:00,2762,FW45-KT1-FK,Faucet,Kitchen sink 1,1144,1.0,0.763,0,3.75,1,0.0271233461614733,False,0.23950000000000018,0.33333674998243745,True,True
2025-02-01 10:19:04.841000+00:00,2762,FW45-KT1-FK,Faucet,Kitchen sink 1,1962,1.0,1.308,0,9.75,1,0.1845956084883963,False,0.3830000000000002,0.45144656383670306,True,True
2025-02-01 17:46:02.179000+00:00,2762,FW45-KT1-FK,Faucet,Kitchen sink 1,1420,1.0,0.947,0,4.25,1,0.08028829344248949,False,0.28240000000000015,0.2789469085287437,True,True
2025-02-01 21:08:00.985000+00:00,2762,FW45-KT1-FK,Faucet,Kitchen sink 1,2163,2.0,1.442,0,21.0,1,0.22331355922565807,False,0.3986000000000002,0.4648933449966656,True,True
2025-02-01 10:37:16.497000+00:00,3030,FW67-BA-F,Faucet,Bathroom,322,1.0,0.215,0,2.75,1,-0.13121573595807495,False,0.0896000000000002,0.056594463804309256,True,True
2025-02-01 10:58:16.375000+00:00,3030,FW67-BA-F,Faucet,Bathroom,420,1.0,0.28,0,4.75,1,-0.11243464045119422,False,0.11020000000000016,0.08283289738294206,True,True
2025-02-01 14:49:15.137000+00:00,3030,FW67-BA-F,Faucet,Bathroom,3803,1.0,2.535,1,47.25,1,0.5391249036721294,False,0.3761000000000002,0.7624726516042466,True,True
2025-02-01 22:25:12.561000+00:00,3030,FW67-BA-F,Faucet,Bathroom,3904,1.0,2.602,1,36.5,1,0.5584838790407601,False,0.7298000000000002,0.8109115310014283,True,True
2025-02-01 10:01:30.399000+00:00,3089,FW27-BA2-F,Faucet,Bathroom2,1188,2.0,0.792,1,16.25,1,0.03550260415685086,False,0.2654000000000002,0.3086184987614052,True,True
2025-02-01 10:04:30.365000+00:00,3089,FW27-BA2-F,Faucet,Bathroom2,2433,1.0,1.622,1,27.75,1,0.275322746783174,False,0.3610000000000002,0.4928621623852632,True,True
2025-02-01 08:15:36.634000+00:00,3087,FW27-KT-FK,Faucet,Kitchen,3521,2.0,2.347,0,17.25,1,0.48480419666761276,False,0.42090000000000016,0.7025256737103557,True,True
2025-02-01 14:42:34.589000+00:00,3087,FW27-KT-FK,Faucet,Kitchen,2070,1.0,1.38,1,11.0,1,0.20539928351140258,False,0.4671000000000002,0.5215026259654464,True,True
2025-02-01 16:53:33.884000+00:00,3087,FW27-KT-FK,Faucet,Kitchen,2481,1.0,1.654,1,15.75,1,0.2845688245711767,False,0.5639000000000001,0.5589600363372953,True,True
