asset_id,utc_time,asset_name,asset_type,asset_space,stepIndex_delta,cycleIndex_delta,flowQuantity_delta,stream_temperature,flowTimeIndex_delta,msgcount,reconstruction_error,anomaly_autoencoder
2150,2025-02-01 19:10:27.710000+00:00,FW30-BA2-T,WC,Bathroom 1st floor ,3503,0.0,2.335,0,19.25,1,1.957660482227197e-09,False
2150,2025-02-01 21:22:26.939000+00:00,FW30-BA2-T,WC,Bathroom 1st floor ,8144,1.0,5.429,0,40.75,1,7.95139168172278e-09,False
2150,2025-02-01 21:23:26.939000+00:00,FW30-BA2-T,WC,Bathroom 1st floor ,468,0.0,0.312,0,2.5,1,1.728748560370511e-08,False
2150,2025-02-01 23:39:26.142000+00:00,FW30-BA2-T,WC,Bathroom 1st floor ,8963,1.0,5.976,0,45.0,1,1.2713736198339586e-08,False
2931,2025-02-01 02:55:47.549000+00:00,FW24-KT1-FKb,Faucet,Kitchen,642,2.0,0.428,0,7.5,1,1.5997128777733786e-08,False
2931,2025-02-01 07:19:46.101000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1168,1.0,0.778,0,7.0,1,1.2406449404459415e-08,False
2931,2025-02-01 08:25:45.733000+00:00,FW24-KT1-FKb,Faucet,Kitchen,546,1.0,0.364,1,3.0,1,1.670245466479675e-08,False
2931,2025-02-01 08:27:45.786000+00:00,FW24-KT1-FKb,Faucet,Kitchen,7708,1.0,5.139,1,44.25,1,5.877276397127267e-09,False
2931,2025-02-01 08:28:45.786000+00:00,FW24-KT1-FKb,Faucet,Kitchen,4792,0.0,3.195,1,33.25,1,5.132289373814761e-11,False
2931,2025-02-01 08:28:45.786000+00:00,FW24-KT1-FKb,Faucet,Kitchen,701,1.0,0.468,0,6.5,1,1.5562835846284665e-08,False
2931,2025-02-01 08:43:45.638000+00:00,FW24-KT1-FKb,Faucet,Kitchen,2073,1.0,1.382,0,13.75,1,7.283447669219923e-09,False
2931,2025-02-01 10:08:45.186000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1158,1.0,0.772,0,6.75,1,1.2464009976709838e-08,False
2931,2025-02-01 10:43:44.998000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1328,1.0,0.885,1,8.25,1,1.1400268945428378e-08,False
2931,2025-02-01 10:44:44.998000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1578,0.0,1.052,1,11.5,1,9.914485033153044e-09,False
2931,2025-02-01 11:11:44.840000+00:00,FW24-KT1-FKb,Faucet,Kitchen,105,0.0,0.07,0,0.75,1,2.0139879235880813e-08,False
2931,2025-02-01 11:46:44.651000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1252,1.0,0.834,0,27.0,1,1.1874558976173741e-08,False
2931,2025-02-01 12:11:44.514000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1162,1.0,0.775,0,6.75,1,1.2435005329363966e-08,False
2931,2025-02-01 12:33:44.390000+00:00,FW24-KT1-FKb,Faucet,Kitchen,992,1.0,0.661,0,5.75,1,1.3556162832947414e-08,False
2931,2025-02-01 12:36:44.370000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1,0.0,0.001,1,0.0,1,2.099245012543438e-08,False
2931,2025-02-01 12:53:44.274000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1867,1.0,1.245,0,10.75,1,8.326468478378263e-09,False
2931,2025-02-01 13:03:44.262000+00:00,FW24-KT1-FKb,Faucet,Kitchen,2718,1.0,1.812,0,15.25,1,4.462185845324006e-09,False
2931,2025-02-01 13:04:44.262000+00:00,FW24-KT1-FKb,Faucet,Kitchen,35,0.0,0.023,1,0.0,1,2.0718945425868463e-08,False
2931,2025-02-01 13:05:44.228000+00:00,FW24-KT1-FKb,Faucet,Kitchen,2239,4.0,1.493,1,24.25,1,6.489029399803432e-09,False
2931,2025-02-01 13:06:44.228000+00:00,FW24-KT1-FKb,Faucet,Kitchen,3635,0.0,2.423,1,21.25,1,1.6362961684614932e-09,False
2931,2025-02-01 14:41:43.714000+00:00,FW24-KT1-FKb,Faucet,Kitchen,843,1.0,0.562,0,4.75,1,1.456840288137532e-08,False
2931,2025-02-01 14:57:43.647000+00:00,FW24-KT1-FKb,Faucet,Kitchen,2269,1.0,1.513,1,17.25,1,6.350673473251332e-09,False
2931,2025-02-01 14:57:43.647000+00:00,FW24-KT1-FKb,Faucet,Kitchen,475,1.0,0.317,0,5.25,1,1.7229915779224213e-08,False
2931,2025-02-01 15:18:43.489000+00:00,FW24-KT1-FKb,Faucet,Kitchen,308,1.0,0.205,0,2.25,1,1.8521092545776965e-08,False
2931,2025-02-01 16:29:43.088000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1562,1.0,1.041,0,9.5,1,1.0008997953223646e-08,False
2931,2025-02-01 16:54:42.942000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1081,2.0,0.721,0,8.25,1,1.2959713770820216e-08,False
2931,2025-02-01 19:48:41.997000+00:00,FW24-KT1-FKb,Faucet,Kitchen,177,1.0,0.118,1,1.25,1,1.955707427071732e-08,False
2931,2025-02-01 19:52:41.976000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1230,1.0,0.82,0,6.5,1,1.2006439134634775e-08,False
2931,2025-02-01 19:53:41.947000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1937,1.0,1.291,0,11.75,1,7.968501037004591e-09,False
2931,2025-02-01 19:54:41.947000+00:00,FW24-KT1-FKb,Faucet,Kitchen,688,1.0,0.459,0,3.75,1,1.5660974711373248e-08,False
2931,2025-02-01 23:30:40.778000+00:00,FW24-KT1-FKb,Faucet,Kitchen,1252,1.0,0.835,0,16.5,1,1.186484800373667e-08,False
2931,2025-02-01 23:31:40.749000+00:00,FW24-KT1-FKb,Faucet,Kitchen,387,0.0,0.258,0,5.5,1,1.7905187487653323e-08,False
2763,2025-02-01 21:02:49.163000+00:00,FW45-KT2-FK,Faucet,Kitchen sink 2,1469,1.0,0.979,0,5.25,1,1.0551136025782846e-08,False
2829,2025-02-01 08:42:09.053000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,1190,1.0,0.793,0,7.0,1,1.226374961835469e-08,False
2829,2025-02-01 08:43:09.053000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,11667,1.0,7.778,0,59.25,1,3.627462574456629e-08,True
2829,2025-02-01 08:44:09.045000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,1047,0.0,0.698,0,7.5,1,1.3186873563486395e-08,False
2829,2025-02-01 08:54:08.990000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,893,1.0,0.595,0,4.0,1,1.4226866180326124e-08,False
2829,2025-02-01 08:55:08.990000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,1385,0.0,0.924,0,6.75,1,1.1044259811783525e-08,False
2829,2025-02-01 08:56:08.998000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,1034,1.0,0.689,0,5.0,1,1.3276150111396768e-08,False
2829,2025-02-01 08:57:08.998000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,10991,1.0,7.327,0,50.25,1,2.9244201554805093e-08,False
2829,2025-02-01 08:58:08.991000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12417,0.0,8.278,0,56.75,1,4.495158450886316e-08,True
2829,2025-02-01 09:00:08.966000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,2366,1.0,1.578,0,11.25,1,5.912244249418099e-09,False
2829,2025-02-01 09:01:08.966000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,12770,1.0,8.513,0,58.5,1,4.9351562788209576e-08,True
2829,2025-02-01 09:02:08.959000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,7650,0.0,5.1,0,36.0,1,5.622454507280953e-09,False
2829,2025-02-01 09:04:08.954000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,2275,1.0,1.517,0,11.0,1,6.323477430574533e-09,False
2829,2025-02-01 09:06:08.947000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,7267,2.0,4.844,0,31.75,1,4.088668327972117e-09,False
2829,2025-02-01 09:07:08.947000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,14135,0.0,9.424,0,60.0,1,6.834862890288071e-08,True
2829,2025-02-01 09:08:08.943000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,6045,0.0,4.03,0,26.0,1,8.319914644064008e-10,False
2829,2025-02-01 09:10:08.935000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,2240,1.0,1.493,0,10.75,1,6.489029399803432e-09,False
2829,2025-02-01 09:24:08.873000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,3087,2.0,2.058,0,14.75,1,3.157214855229324e-09,False
2829,2025-02-01 09:25:08.873000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,11973,0.0,7.982,0,54.5,1,3.970234854902345e-08,True
2829,2025-02-01 09:28:08.840000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,3989,1.0,2.659,0,19.5,1,9.166978431912499e-10,False
2829,2025-02-01 09:36:08.817000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,2400,1.0,1.6,0,11.5,1,5.766951813119192e-09,False
2829,2025-02-01 09:38:08.809000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,5003,2.0,3.336,0,24.5,1,1.1730836452338535e-12,False
2829,2025-02-01 09:39:08.809000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,13466,0.0,8.977,0,60.0,1,5.8641767551283074e-08,True
2829,2025-02-01 09:40:08.805000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,5836,0.0,3.891,0,27.0,1,5.221509940480132e-10,False
2829,2025-02-01 09:42:08.793000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,8864,2.0,5.909,0,40.25,1,1.2070554970036585e-08,False
2829,2025-02-01 09:43:08.793000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,10684,0.0,7.123,0,48.25,1,2.6313338379907724e-08,False
2829,2025-02-01 09:45:08.777000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,2407,1.0,1.604,0,11.0,1,5.741319393346306e-09,False
2829,2025-02-01 09:47:08.763000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,3279,2.0,2.186,0,14.75,1,2.56781266834322e-09,False
2829,2025-02-01 09:48:08.753000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,14093,0.0,9.396,0,60.0,1,6.771709519939584e-08,True
2829,2025-02-01 09:49:08.753000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,9834,0.0,6.556,0,42.0,1,1.8978399879924154e-08,False
2829,2025-02-01 09:51:08.753000+00:00,FW81-KT1-W,Laundry,Kitchen - utility room ,2462,1.0,1.641,0,11.75,1,5.501191174003188e-09,False
3041,2025-02-01 08:06:16.406000+00:00,FW16-KT-WM,Laundry,Kichen,2,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
3041,2025-02-01 12:22:14.988000+00:00,FW16-KT-WM,Laundry,Kichen,2,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
3041,2025-02-01 19:41:12.528000+00:00,FW16-KT-WM,Laundry,Kichen,8216,4.0,5.478,0,32.75,1,8.332691208049387e-09,False
3041,2025-02-01 19:42:12.528000+00:00,FW16-KT-WM,Laundry,Kichen,4115,0.0,2.743,0,16.75,1,7.104606385463772e-10,False
3041,2025-02-01 19:48:12.485000+00:00,FW16-KT-WM,Laundry,Kichen,1838,1.0,1.225,0,7.0,1,8.484268667470685e-09,False
3041,2025-02-01 19:56:12.451000+00:00,FW16-KT-WM,Laundry,Kichen,2987,1.0,1.992,0,11.25,1,3.485522764684011e-09,False
3041,2025-02-01 19:57:12.444000+00:00,FW16-KT-WM,Laundry,Kichen,10472,2.0,6.981,0,42.0,1,2.436416673861601e-08,False
3041,2025-02-01 19:58:12.444000+00:00,FW16-KT-WM,Laundry,Kichen,115,0.0,0.077,0,0.5,1,2.005433191915373e-08,False
3041,2025-02-01 21:39:11.857000+00:00,FW16-KT-WM,Laundry,Kichen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
3122,2025-02-01 11:00:35.914000+00:00,FW49-BA-F,Faucet,Bathroom,1137,1.0,0.758,0,12.25,1,1.2599951127446503e-08,False
3122,2025-02-01 11:01:35.908000+00:00,FW49-BA-F,Faucet,Bathroom,299,0.0,0.2,0,3.25,1,1.8580270928917368e-08,False
3034,2025-02-01 21:10:11.171000+00:00,FW76-KT-DW,Dishwasher,Kitchen,3273,1.0,2.182,0,55.5,1,2.585343099055276e-09,False
3034,2025-02-01 21:11:11.171000+00:00,FW76-KT-DW,Dishwasher,Kitchen,2864,0.0,1.909,0,51.5,1,3.921034295369088e-09,False
3034,2025-02-01 21:42:10.990000+00:00,FW76-KT-DW,Dishwasher,Kitchen,750,1.0,0.5,0,12.5,1,1.522053186665953e-08,False
3034,2025-02-01 21:43:10.990000+00:00,FW76-KT-DW,Dishwasher,Kitchen,3422,0.0,2.282,0,60.0,1,2.165320006928491e-09,False
3034,2025-02-01 21:44:10.977000+00:00,FW76-KT-DW,Dishwasher,Kitchen,1380,0.0,0.92,0,24.75,1,1.1080191915325927e-08,False
3034,2025-02-01 21:49:10.971000+00:00,FW76-KT-DW,Dishwasher,Kitchen,2940,1.0,1.96,0,50.0,1,3.650096599392826e-09,False
3034,2025-02-01 21:50:10.944000+00:00,FW76-KT-DW,Dishwasher,Kitchen,2616,0.0,1.744,0,46.5,1,4.861952282840553e-09,False
2143,2025-02-01 09:19:34.250000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,8303,1.0,5.536,0,44.0,1,8.794510451508806e-09,False
2143,2025-02-01 09:20:34.249000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,3439,0.0,2.292,0,53.0,1,2.1254156935994863e-09,False
2143,2025-02-01 10:37:33.856000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,4119,1.0,2.746,0,22.75,1,7.035486753834077e-10,False
2143,2025-02-01 10:38:33.850000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,7443,0.0,4.962,0,60.0,1,4.765429956595357e-09,False
2143,2025-02-01 10:39:33.850000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,86,0.0,0.058,0,16.25,1,2.0286652181580296e-08,False
2143,2025-02-01 12:32:33.255000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,1457,1.0,0.971,0,8.5,1,1.0621821160309811e-08,False
2143,2025-02-01 12:33:33.255000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,9835,0.0,6.557,0,59.75,1,1.8991194510713844e-08,False
2143,2025-02-01 12:34:33.248000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,324,0.0,0.216,0,27.25,1,1.8392950092575002e-08,False
2143,2025-02-01 14:05:32.792000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,2056,1.0,1.37,0,11.5,1,7.3719783097809495e-09,False
2143,2025-02-01 14:06:32.786000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,9717,0.0,6.478,0,60.0,1,1.8064230606515135e-08,False
2143,2025-02-01 14:07:32.786000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,260,0.0,0.174,0,26.0,1,1.888829134344347e-08,False
2143,2025-02-01 20:57:30.678000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,7730,1.0,5.153,0,41.75,1,5.969877461667559e-09,False
2143,2025-02-01 20:58:30.692000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,5803,0.0,3.869,0,60.0,1,4.795263687646692e-10,False
2143,2025-02-01 20:59:30.692000+00:00,FW21-BA3-T,WC,Bathroom - ground floor,21,0.0,0.014,0,5.5,1,2.0831887808851344e-08,False
2251,2025-02-01 06:54:52.377000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2251,2025-02-01 08:45:51.750000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2251,2025-02-01 08:49:51.734000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,2,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2251,2025-02-01 09:55:51.359000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2251,2025-02-01 10:05:51.306000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2251,2025-02-01 11:25:50.840000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2251,2025-02-01 12:26:50.485000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2251,2025-02-01 12:36:50.437000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2251,2025-02-01 12:50:50.339000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.25,1,2.0980077294125052e-08,False
2251,2025-02-01 14:18:49.842000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2251,2025-02-01 15:26:49.458000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,2,0.0,0.001,0,0.25,1,2.099245012543438e-08,False
2251,2025-02-01 16:20:49.162000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2251,2025-02-01 18:10:48.524000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.25,1,2.0980077294125052e-08,False
2251,2025-02-01 18:17:48.485000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2251,2025-02-01 18:43:48.353000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,2,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2251,2025-02-01 18:57:48.269000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2251,2025-02-01 19:17:48.139000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2251,2025-02-01 19:53:47.942000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2251,2025-02-01 19:54:47.936000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2251,2025-02-01 19:57:47.927000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2251,2025-02-01 20:52:47.610000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2251,2025-02-01 22:30:47.041000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.25,1,2.0980077294125052e-08,False
2251,2025-02-01 22:34:47.026000+00:00,FW66-KT1-W,Laundry,Kitchen - utility room ,3,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2250,2025-02-01 08:46:09.678000+00:00,FW66-KT1-D,Dishwasher,Kitchen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 08:50:09.656000+00:00,FW66-KT1-D,Dishwasher,Kitchen,2,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 09:55:09.296000+00:00,FW66-KT1-D,Dishwasher,Kitchen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 11:26:08.800000+00:00,FW66-KT1-D,Dishwasher,Kitchen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 12:37:08.392000+00:00,FW66-KT1-D,Dishwasher,Kitchen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 12:51:08.299000+00:00,FW66-KT1-D,Dishwasher,Kitchen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 15:27:07.419000+00:00,FW66-KT1-D,Dishwasher,Kitchen,2,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 16:21:07.126000+00:00,FW66-KT1-D,Dishwasher,Kitchen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 18:18:06.472000+00:00,FW66-KT1-D,Dishwasher,Kitchen,2,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2250,2025-02-01 18:43:06.314000+00:00,FW66-KT1-D,Dishwasher,Kitchen,2,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 18:57:06.240000+00:00,FW66-KT1-D,Dishwasher,Kitchen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 18:59:06.239000+00:00,FW66-KT1-D,Dishwasher,Kitchen,4,0.0,0.003,0,0.25,1,2.0968517263879442e-08,False
2250,2025-02-01 19:18:06.126000+00:00,FW66-KT1-D,Dishwasher,Kitchen,5,0.0,0.003,0,0.25,1,2.0968517263879442e-08,False
2250,2025-02-01 19:54:05.921000+00:00,FW66-KT1-D,Dishwasher,Kitchen,2,0.0,0.002,0,0.0,1,2.0980077294125052e-08,False
2250,2025-02-01 20:53:05.582000+00:00,FW66-KT1-D,Dishwasher,Kitchen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2250,2025-02-01 22:31:05.021000+00:00,FW66-KT1-D,Dishwasher,Kitchen,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2145,2025-02-01 08:16:11.955000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,1868,1.0,1.246,0,14.5,1,8.31850692753272e-09,False
2145,2025-02-01 08:17:11.967000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,7267,0.0,4.844,0,60.0,1,4.088668327972117e-09,False
2145,2025-02-01 08:18:11.967000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,391,0.0,0.261,0,36.25,1,1.78699222676154e-08,False
2145,2025-02-01 09:07:11.741000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,6745,1.0,4.497,0,38.5,1,2.399126826056781e-09,False
2145,2025-02-01 09:08:11.741000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,2940,0.0,1.96,0,59.75,1,3.650096599392826e-09,False
2145,2025-02-01 09:09:11.717000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,29,0.0,0.019,0,7.5,1,2.0768686576262396e-08,False
2145,2025-02-01 09:14:11.696000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,6781,1.0,4.521,0,40.0,1,2.5013237619292325e-09,False
2145,2025-02-01 09:15:11.684000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,2892,0.0,1.928,0,60.0,1,3.81904214247164e-09,False
2145,2025-02-01 09:16:11.684000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,33,0.0,0.022,0,8.25,1,2.073150921824305e-08,False
2145,2025-02-01 10:42:11.289000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,6560,1.0,4.373,0,40.25,1,1.9038732319417052e-09,False
2145,2025-02-01 10:43:11.293000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,3065,0.0,2.043,0,60.0,1,3.230351667758888e-09,False
2145,2025-02-01 10:44:11.293000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,32,0.0,0.022,0,7.5,1,2.073150921824305e-08,False
2145,2025-02-01 12:17:10.868000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,2736,1.0,1.824,0,20.5,1,4.393491480690284e-09,False
2145,2025-02-01 12:18:10.868000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,6555,0.0,4.37,0,59.75,1,1.892385519145991e-09,False
2145,2025-02-01 12:19:10.861000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,298,0.0,0.198,0,32.25,1,1.860407033536997e-08,False
2145,2025-02-01 14:08:10.354000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,3702,1.0,2.468,0,21.75,1,1.4828694682382484e-09,False
2145,2025-02-01 14:09:10.357000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,5826,0.0,3.884,0,60.0,1,5.08326873487244e-10,False
2145,2025-02-01 14:10:10.357000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,162,0.0,0.108,0,22.75,1,1.9677481496778655e-08,False
2145,2025-02-01 14:11:10.338000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2145,2025-02-01 14:28:10.272000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,3821,1.0,2.547,0,22.5,1,1.2324639103460863e-09,False
2145,2025-02-01 14:29:10.262000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,5676,0.0,3.784,0,60.0,1,3.3257214400224954e-10,False
2145,2025-02-01 14:30:10.262000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,150,0.0,0.1,0,22.25,1,1.9775016275622855e-08,False
2145,2025-02-01 20:01:08.749000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,1255,1.0,0.837,0,12.0,1,1.1846248886984047e-08,False
2145,2025-02-01 20:02:08.749000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,5940,0.0,3.96,0,60.0,1,6.668426552740501e-10,False
2145,2025-02-01 20:03:08.731000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,1975,0.0,1.317,0,60.0,1,7.769372150369864e-09,False
2145,2025-02-01 20:04:08.731000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,128,0.0,0.085,0,18.75,1,1.995637301319472e-08,False
2145,2025-02-01 22:57:07.931000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,7552,1.0,5.035,0,46.75,1,5.209314940834496e-09,False
2145,2025-02-01 22:58:07.931000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,2046,0.0,1.364,0,59.75,1,7.416203569537023e-09,False
2145,2025-02-01 22:59:07.919000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,14,0.0,0.009,0,3.25,1,2.08930311270878e-08,False
2145,2025-02-01 23:00:07.919000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,1,0.0,0.001,0,0.0,1,2.099245012543438e-08,False
2145,2025-02-01 23:01:07.918000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,6568,1.0,4.378,0,38.75,1,1.9225521566353807e-09,False
2145,2025-02-01 23:02:07.918000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,3104,0.0,2.07,0,59.75,1,3.0994742740735e-09,False
2145,2025-02-01 23:03:07.920000+00:00,FW21-BA1-T,WC,Bathroom 1st floor - ensuite ,39,0.0,0.026,0,9.5,1,2.0682080505589577e-08,False
2100,2025-02-01 07:22:02.552000+00:00,FW46-BA2-T,WC,Bathroom 1st floor - ensuite ,2134,1.0,1.422,0,11.0,1,6.992000320749106e-09,False
2100,2025-02-01 07:23:02.552000+00:00,FW46-BA2-T,WC,Bathroom 1st floor - ensuite ,4674,0.0,3.116,0,24.25,1,1.117495636099123e-10,False
